year,country,Electricity production from hydroelectric sources (% of total),Electric power transmission and distribution losses (% of output),Electricity production from nuclear sources (% of total),Electric power consumption (kWh per capita),"Annual freshwater withdrawals, total (billion cubic meters)","Annual freshwater withdrawals, total (% of internal resources)","Industrial design applications, nonresident, by count","Industrial design applications, resident, by count","Trademark applications, nonresident, by count","Trademark applications, resident, by count","Air transport, registered carrier departures worldwide","Air transport, freight (million ton-km)","Air transport, passengers carried",Container port traffic (TEU: 20 foot equivalent units),Mobile cellular subscriptions,Mobile cellular subscriptions (per 100 people),Fixed telephone subscriptions,Fixed telephone subscriptions (per 100 people),Fixed broadband subscriptions,Fixed broadband subscriptions (per 100 people),Secure Internet servers,Secure Internet servers (per 1 million people),"Individuals using the Internet, female (% of female population)","Individuals using the Internet, male (% of male population)",Individuals using the Internet (% of population)
1971,NER,,,,,,,,,,,2900.0,7.0999999046,56700.0,,,,2200.0,0.0487735,,,,,,,
1971,NGA,,,,,,,,,,,11700.0,6.5,227100.0,,,,20544.0,0.0455133,,,,,,,
1971,NIC,,,,,,,,,,,4700.0,0.8999999762,137500.0,,,,17000.0,0.706416,,,,,,,
1971,NLD,,,,,,,,,,,84800.0,408.3999938965,3012300.0,,,,2202000.0,16.9359,,,,,,,
1971,NOR,,,,,,,,,,,96500.0,65.5999984741,2791600.0,,,,742300.0,19.1509,,,,,,,
1971,NPL,,,,,,,,,,,11500.0,0.400000006,217900.0,,,,,,,,,,,,
1971,NZL,,,,,,,,,,,86600.0,41.5,1923800.0,,,,841000.0,29.8398,,,,,,,
1971,OED,,,,,,,,,,,8263700.0,10278.0998716355,296537504.0,,,,146429026.0,16.0882912202685,,,,,,,
1971,OMN,,,,,,,,,,,,,,,,,557.0,0.0769495,,,,,,,
1971,PAK,,,,,,,,,,,34000.0,63.4000015259,1085600.0,,,,140000.0,0.24079,,,,,,,
1971,PAN,,,,,,,,,,,16400.0,4.8000001907,337200.0,,,,,,,,,,,,
1971,PER,,,,,,,,,,,11800.0,17.2999992371,263700.0,,,,140000.0,1.04013,,,,,,,
1971,PHL,,,,,,,,,,,69000.0,31.6000003815,2070900.0,,,,177000.0,0.494364,,,,,,,
1971,PNG,,,,,,,,,,,,,,,,,10500.0,0.377274,,,,,,,
1971,POL,,,,,10.7968,20.1432835820895,,,,,29400.0,6.5,1031200.0,,,,1070000.0,3.27826,,,,,,,
1971,PRE,,,,,,,,,,,144200.0,151.699998334,2847200.0,,,,391577.0,0.174689607308232,,,,,,,
1971,PRK,,,,,,,,,,,9100.0,,166000.0,,,,,,,,,,,,
1971,PRT,,,,,,,,,,,53500.0,48.5,1656100.0,,,,542000.0,6.26493,,,,,,,
1971,PRY,,,,,,,,,,,4500.0,0.8000000119,84300.0,,,,18299.0,0.739424,,,,,,,
1971,PST,,,,,,,,,,,7996500.0,9919.199868083,286858404.0,,,,145595783.0,17.7407264823622,,,,,,,
1971,PYF,,,,,,,,,,,,,,,,,4000.0,3.62007,,,,,,,
1971,QAT,,,,,,,,,,,,,,,,,8100.0,7.39631,,,,,,,
1971,ROU,,,,,10.552,24.8985370457763,,,,,6600.0,6.3000001907,429400.0,,,,440000.0,2.14123,,,,,,,
1971,RWA,,,,,,,,,,,,,,,,,1200.0,0.0319373,,,,,,,
1971,SAS,,,,,,,,,,,120100.0,176.2000029386,4070900.0,,,,1220101.0,0.173798207408049,,,,,,,
1971,SAU,,,,,,,,,,,26400.0,11.6000003815,513600.0,,,,93600.0,1.60373,,,,,,,
1971,SDN,,,,,,,,,,,9500.0,1.7000000477,139500.0,,,,33300.0,0.24173,,,,,,,
1971,SEN,,,,,,,,,,,4200.0,7.0999999046,89400.0,,,,11038.0,0.25926,,,,,,,
1971,SGP,,,,,,,,,,,31300.0,14.6000003815,875100.0,,,,106443.0,5.13651,,,,,,,
1971,SLE,,,,,,,,,,,,,,,,,2700.0,0.107646,,,,,,,
1971,SLV,,,,,,,,,,,9400.0,13.6000003815,146000.0,,,,28700.0,0.781363,,,,,,,
1971,SOM,,,,,,,,,,,2500.0,0.1000000015,29800.0,,,,1249.0,0.0453198,,,,,,,
1971,SSA,,,,,,,,,,,228000.0,236.9999998659,5013400.0,,,,1369028.0,0.506222124966369,,,,,,,
1971,SSF,,,,,,,,,,,228000.0,236.9999998659,5013400.0,,,,1369468.0,0.506285235675934,,,,,,,
1971,STP,,,,,,,,,,,,,,,,,352.0,0.547417,,,,,,,
1971,SVK,,,,,,,,,,,,,,,,,263313.0,5.80133,,,,,,,
1971,SWE,,,,,4.0854,2.38912280701754,,,,,99100.0,100.0999984741,2913800.0,,,,3603000.0,44.7304,,,,,,,
1971,SWZ,,,,,,,,,,,,,,,,,2500.0,0.579706,,,,,,,
1971,SYC,,,,,,,,,,,,,,,,,440.0,0.840208,,,,,,,
1971,SYR,,,,,,,,,,,4300.0,1.6000000238,145300.0,,,,79792.0,1.25646,,,,,,,
1971,TCD,,,,,,,,,,,4100.0,7.8000001907,55000.0,,,,1900.0,0.0521462,,,,,,,
1971,TGO,,,,,,,,,,,1400.0,7.0999999046,31400.0,,,,3000.0,0.141809,,,,,,,
1971,THA,,,,,,,,,,,27300.0,38.2999992371,713100.0,,,,95000.0,0.257561,,,,,,,
1971,TLA,,,,,,,,,,,663100.0,558.5000006558,17830100.0,,,,5146501.0,2.00938651123718,,,,,,,
1971,TMN,,,,,,,,,,,112300.0,246.2000027671,4124900.0,,,,1007686.0,0.851435589655765,,,,,,,
1971,TON,,,,,,,,,,,,,,,,,580.0,0.687603,,,,,,,
1971,TSA,,,,,,,,,,,120100.0,176.2000029386,4070900.0,,,,1220101.0,0.173798207408049,,,,,,,
1971,TSS,,,,,,,,,,,228000.0,236.9999998659,5013400.0,,,,1369468.0,0.506285235675934,,,,,,,
1971,TTO,,,,,,,,,,,10300.0,12.6000003815,362400.0,,,,35100.0,3.71287,,,,,,,
1971,TUN,,,,,,,,,,,5700.0,1.6000000238,308900.0,,,,46000.0,0.908407,,,,,,,
1971,TUR,,,,,,,,,,,32000.0,5.6999998093,1476000.0,,,,376987.0,1.08093,,,,,,,
1971,TZA,,,,,,,,,,,10000.0,9.1999998093,188000.0,,,,14977.0,0.11065,,,,,,,
1971,UGA,,,,,0.20432,0.523897435897436,,,,,10100.0,9.1999998093,188000.0,,,,14000.0,0.148847,,,,,,,
1971,UKR,,,,,,,,,,,,,,,,,2100000.0,4.45985,,,,,,,
1971,URY,,,,,1.166,1.2646420824295,,,,,7000.0,0.5,221300.0,,,,160000.0,5.69437,,,,,,,
1971,USA,,,,,,,,,,,4999200.0,5540.7998046875,174143104.0,,,,69039000.0,32.9521,,,,,,,
1971,VCT,,,,,,,,,,,,,,,,,1600.0,1.76778,,,,,,,
1971,VEN,,,,,4.2652966667,0.529850517602484,,,,,65600.0,66.3000030518,1301600.0,,,,279000.0,2.44814,,,,,,,
1971,VGB,,,,,,,,,,,,,,,,,800.0,8.14084,,,,,,,
1971,VNM,,,,,,,,,,,24100.0,3.4000000954,1051300.0,,,,7217.0,0.0220906,,,,,,,
1971,VUT,,,,,,,,,,,,,,,,,500.0,0.585638,,,,,,,
1971,YEM,,,,,,,,,,,2800.0,0.1000000015,54500.0,,,,,,,,,,,,
1971,ZAF,,,,,,,,,,,46000.0,63.9000015259,1659500.0,,,,916000.0,4.15047,,,,,,,
1971,ZMB,,,,,,,,,,,10600.0,5.4000000954,214200.0,,,,23200.0,0.555148,,,,,,,
1971,ZWE,,,,,,,,,,,10800.0,0.400000006,291300.0,,,,75000.0,1.41796,,,,,,,
1972,AFE,,,,,,,,,,,157100.0,150.5000025556,4074500.0,,,,1268129.0,0.773499133684909,,,,,,,
1972,AFG,,,,,,,,,,,4800.0,0.8000000119,104900.0,,,,16000.0,0.143194,,,,,,,
1972,AFW,,,,,,,,,,,67600.0,105.1000007169,1285700.0,,,,101339.0,0.0982270142513586,,,,,,,
1972,AGO,,,,,,,,,,,,,,,,,13000.0,0.220699,,,,,,,
1972,ALB,,,,,,,,,,,,,,,,,173000.0,8.04387,,,,,,,
1972,AND,,,,,,,,,,,,,,,,,1890.0,7.78547,,,,,,,
1972,ARB,,,,,,,,,,,159800.0,355.100004606,5625600.0,,,,904692.0,0.802601556837932,,,,,,,
1972,ARG,,,,,,,,,,,79000.0,79.6999969482,2358500.0,,,,1287000.0,5.38932,,,,,,,
1972,ATG,,,,,,,,,,,,,,,,,1700.0,2.64892,,,,,,,
1972,AUS,,,,,,,,,,,283800.0,220.1999969482,7795600.0,,,,2704000.0,21.1365,,,,,,,
1972,AUT,,,,,,,,,,,18400.0,4.6999998093,706600.0,,,,969000.0,12.8921,,,,,,,
1972,BDI,,,,,,,,,,,,,,,,,2000.0,0.0574866,,,,,,,
1972,BEL,,,,,,,,,,,41000.0,224.5,1457700.0,,,,1343540.0,13.9485,,,,,,,
1972,BEN,,,,,,,,,,,1000.0,8.0,25900.0,,,,3500.0,0.120178,,,,,,,
1972,BFA,,,,,,,,,,,1200.0,8.0,26500.0,,,,1500.0,0.0266686,,,,,,,
1972,BGD,,,,,,,,,,,,,,,,,45000.0,0.070058,,,,,,,
1972,BGR,,,,,,,,,,,18400.0,5.5999999046,1025000.0,,,,,,,,,,,,
1972,BHR,,,,,,,,,,,8300.0,1.1000000238,320000.0,,,,6300.0,2.96324,,,,,,,
1972,BHS,,,,,,,,,,,,,,,,,20400.0,12.0441,,,,,,,
1972,BLR,,,,,,,,,,,,,,,,,257600.0,2.88998,,,,,,,
1972,BLZ,,,,,,,,,,,,,,,,,3000.0,2.45535,,,,,,,
1972,BMU,,,,,,,,,,,,,,,,,16034.0,30.5032,,,,,,,
1972,BOL,,,,,,,,,,,11900.0,2.7999999523,379000.0,,,,,,,,,,,,
1972,BRA,,,,,,,,,,,156700.0,254.3000030518,4671400.0,,,,1250000.0,1.31422,,,,,,,
1972,BRB,,,,,0.045,56.25,,,,,200.0,,19700.0,,,,18682.0,7.82014,,,,,,,
1972,BTN,,,,,,,,,,,,,,,,,385.0,0.129492,,,,,,,
1972,BWA,,,,,,,,,,,,,,,,,2300.0,0.366408,,,,,,,
1972,CAF,,,,,,,,,,,3300.0,8.0,68900.0,,,,,,,,,,,,
1972,CAN,,,,,,,,,,,291400.0,433.3999938965,11628500.0,,,,6514000.0,30.4758,,,,,,,
1972,CEB,,,,,,,,,,,100300.0,40.0999994277,4411500.0,,,,2447603.0,3.23311695064677,,,,,,,
1972,CHE,,,,,,,,,,,83100.0,198.1999969482,4054100.0,,,,1945000.0,31.6216,,,,,,,
1972,CHL,,,,,,,,,,,24800.0,52.7000007629,730000.0,,,,237000.0,2.42254,,,,,,,
1972,CIV,,,,,,,,,,,3800.0,8.1000003815,47900.0,,,,17000.0,0.333198,,,,,,,
1972,CMR,,,,,,,,,,,2300.0,4.3000001907,130000.0,,,,,,,,,,,,
1972,COD,,,,,,,,,,,8100.0,18.8999996185,327800.0,,,,22300.0,0.111439,,,,,,,
1972,COG,,,,,,,,,,,3400.0,8.1999998093,54900.0,,,,4900.0,0.369286,,,,,,,
1972,COL,,,,,,,,,,,115400.0,86.3000030518,2963600.0,,,,596000.0,2.77467,,,,,,,
1972,COM,,,,,,,,,,,,,,,,,300.0,0.130404,,,,,,,
1972,CPV,,,,,,,,,,,,,,,,,188.0,0.0931777,,,,,,,
1972,CRI,,,,,,,,,,,11600.0,8.6000003815,307300.0,,,,40000.0,2.16521,,,,,,,
1972,CSS,,,,,,,,,,,,,,,,,57135.0,3.46190580882889,,,,,,,
1972,CUB,,,,,,,,,,,19400.0,10.3999996185,988300.0,,,,155402.0,2.17612,,,,,,,
1972,CYM,,,,,,,,,,,,,,,,,1400.0,15.3106,,,,,,,
1972,CYP,,,,,,,,,,,4000.0,2.9000000954,201000.0,,,,33359.0,5.43644,,,,,,,
1972,CZE,,,,,,,,,,,39900.0,15.3999996185,1364400.0,,,,,,,,,,,,
1972,DEU,,,,,,,,,,,166100.0,656.5999755859,7919100.0,,,,8587000.0,10.9279,,,,,,,
1972,DJI,,,,,,,,,,,,,,,,,1167.0,0.730933,,,,,,,
1972,DMA,,,,,,,,,,,,,,,,,1300.0,1.82911,,,,,,,
1972,DNK,,,,,0.914,15.2333333333333,,,,,69800.0,77.9000015259,2284900.0,,,,1249000.0,25.3284,,,,,,,
1972,DOM,,,,,,,,,,,3900.0,3.2999999523,191500.0,,,,,,,,,,,,
1972,DZA,,,,,2.2,19.5607717613586,,,,,19300.0,4.1999998093,843900.0,,,,95800.0,0.662289,,,,,,,
1972,EAR,,,,,,,,,,,848000.0,772.5000058785,28315800.0,,,,6981335.0,0.591645840047535,,,,,,,
1972,ECS,,,,,,,,,,,,,,,,,51560560.0,9.81130080388455,,,,,,,
1972,ECU,,,,,,,,,,,19900.0,4.5,437800.0,,,,90000.0,1.48285,,,,,,,
1972,EGY,,,,,,,,,,,15700.0,17.7999992371,623100.0,,,,290500.0,0.841691,,,,,,,
1972,EMU,,,,,,,,,,,1109000.0,2607.8999850751,48582800.0,,,,29877752.0,10.4837662997229,,,,,,,
1972,ESP,,,,,,,,,,,167300.0,154.8999938965,8654900.0,,,,2845000.0,8.39636,,,,,,,
1972,ETH,,,,,,,,,,,21400.0,15.3000001907,288500.0,,,,33000.0,0.116136,,,,,,,
1972,EUU,,,,,,,,,,,1383300.0,2845.4999845028,58293200.0,,,,36638817.0,10.1264175891126,,,,,,,
1972,FCS,,,,,,,,,,,229300.0,437.3000055476,5380800.0,,,,2832143.0,1.01112371418944,,,,,,,
1972,FIN,,,,,3.4,3.17757009345794,,,,,51500.0,24.6000003815,1535800.0,,,,863000.0,18.7106,,,,,,,
1972,FJI,,,,,,,,,,,,,,,,,9600.0,1.84416,,,,,,,
1972,FRA,,,,,,,,,,,232500.0,619.0,11285100.0,,,,4268000.0,8.40755,,,,,,,
1972,FRO,,,,,,,,,,,,,,,,,6910.0,17.7139,,,,,,,
1972,GAB,,,,,,,,,,,11000.0,8.1000003815,122800.0,,,,,,,,,,,,
1972,GBR,,,,,,,,,,,435200.0,714.0999755859,17308500.0,,,,9213000.0,16.5781,,,,,,,
1972,GHA,,,,,0.3454666667,1.14015401551155,,,,,5700.0,2.4000000954,131700.0,,,,23400.0,0.267873,,,,,,,
1972,GIB,,,,,,,,,,,,,,,,,3600.0,12.5848,,,,,,,
1972,GIN,,,,,,,,,,,2100.0,0.1000000015,51000.0,,,,4700.0,0.113127,,,,,,,
1972,GMB,,,,,,,,,,,,,,,,,990.0,0.213174,,,,,,,
1972,GNB,,,,,,,,,,,,,,,,,325.0,0.0527481,,,,,,,
1972,GNQ,,,,,,,,,,,300.0,,9000.0,,,,,,,,,,,,
1972,GRC,,,,,4.26272,7.34951724137931,,,,,44500.0,42.2000007629,2412600.0,,,,887000.0,10.2383,,,,,,,
1972,GRD,,,,,,,,,,,,,,,,,1053.0,1.17088,,,,,,,
1972,GRL,,,,,,,,,,,,,,,,,1560.0,3.38586,,,,,,,
1972,GTM,,,,,,,,,,,8300.0,3.7999999523,98000.0,,,,37871.0,0.673646,,,,,,,
1972,GUM,,,,,,,,,,,,,,,,,6785.0,8.08923,,,,,,,
1972,GUY,,,,,,,,,,,4200.0,1.2999999523,19000.0,,,,7300.0,1.03556,,,,,,,
1972,HKG,,,,,,,,,,,,,,,,,473000.0,12.2891,,,,,,,
1972,HND,,,,,,,,,,,17800.0,3.2000000477,240600.0,,,,,,,,,,,,
1972,HPC,,,,,,,,,,,178200.0,164.5999997781,3415000.0,,,,309285.0,0.163893902584062,,,,,,,
1972,HRV,,,,,,,,,,,,,,,,,132000.0,2.98435,,,,,,,
1972,HTI,,,,,,,,,,,3200.0,,11000.0,,,,,,,,,,,,
1972,HUN,,,,,3.37456,56.2426666666667,,,,,3000.0,5.9000000954,266300.0,,,,399065.0,3.84971,,,,,,,
1972,IDA,,,,,,,,,,,277400.0,239.4999996723,5692700.0,,,,805328.0,0.182455765228783,,,,,,,
1972,IDB,,,,,,,,,,,63500.0,80.5,1628700.0,,,,311285.0,0.231552128361434,,,,,,,
1972,IDN,,,,,,,,,,,34200.0,19.8999996185,1286800.0,,,,143000.0,0.124572,,,,,,,
1972,IDX,,,,,,,,,,,213900.0,158.9999996723,4064000.0,,,,494043.0,0.160487631617304,,,,,,,
1972,IND,,,,,,,,,,,96600.0,131.1000061035,3285800.0,,,,981356.0,0.17676,,,,,,,
1972,IRL,,,,,,,,,,,25200.0,78.3000030518,1408800.0,,,,234000.0,8.0456,,,,,,,
1972,IRN,,,,,,,,,,,19300.0,11.8999996185,894800.0,,,,285000.0,0.999514,,,,,,,
1972,IRQ,,,,,,,,,,,6500.0,2.2999999523,186200.0,,,,92000.0,0.927608,,,,,,,
1972,ISL,,,,,,,,,,,12500.0,17.5,545800.0,,,,57593.0,28.173,,,,,,,
1972,ISR,,,,,1.5662,208.826666666667,,,,,20600.0,105.0,1137100.0,,,,369000.0,13.1142,,,,,,,
1972,ITA,,,,,42.6717428571,23.381776908,,,,,204800.0,282.200012207,7462200.0,,,,6461000.0,12.0724,,,,,,,
1972,JAM,,,,,,,,,,,21500.0,4.8000001907,554900.0,,,,35000.0,1.86603,,,,,,,
1972,JOR,,,,,,,,,,,4100.0,4.6999998093,119900.0,,,,18000.0,1.04571,,,,,,,
1972,JPN,,,,,,,,,,,298700.0,585.0999755859,20169500.0,,,,16403000.0,15.6324,,,,,,,
1972,KEN,,,,,,,,,,,8900.0,8.5,216800.0,,,,39000.0,0.34509,,,,,,,
1972,KHM,,,,,,,,,,,3900.0,0.6999999881,136200.0,,,,1774.0,0.0310011,,,,,,,
1972,KOR,,,,,,,,,,,39100.0,72.6999969482,1640000.0,,,,481207.0,1.49463,,,,,,,
1972,KWT,,,,,,,,,,,6800.0,16.2999992371,390700.0,,,,38000.0,5.10444,,,,,,,
1972,LAC,,,,,,,,,,,566500.0,548.0000023842,18026900.0,,,,4563121.0,1.92246401839814,,,,,,,
1972,LAO,,,,,,,,,,,2400.0,0.5,43000.0,,,,1100.0,0.0409161,,,,,,,
1972,LBN,,,,,,,,,,,21400.0,269.1000061035,743800.0,,,,,,,,,,,,
1972,LBY,,,,,,,,,,,7400.0,4.0999999046,327200.0,,,,8427.0,0.581808,,,,,,,
1972,LCA,,,,,,,,,,,,,,,,,2100.0,2.01894,,,,,,,
1972,LCN,,,,,,,,,,,695500.0,687.4000032916,21078700.0,,,,5324503.0,2.01769630073819,,,,,,,
1972,LDC,,,,,,,,,,,167600.0,,3129100.0,,,,323726.0,0.115986733812007,,,,,,,
1972,LIE,,,,,,,,,,,,,,,,,5319.0,25.0118,,,,,,,
1972,LKA,,,,,,,,,,,4400.0,3.5,116000.0,,,,37100.0,0.297139,,,,,,,
1972,LSO,,,,,,,,,,,,,,,,,1300.0,0.126345,,,,,,,
1972,LTU,,,,,,,,,,,,,,,,,143225.0,4.56627,,,,,,,
1972,LUX,,,,,0.03788,3.788,,,,,8200.0,,211300.0,,,,82000.0,24.1412,,,,,,,
1972,MAC,,,,,,,,,,,,,,,,,2304.0,1.37314,,,,,,,
1972,MAR,,,,,,,,,,,12800.0,5.3000001907,410300.0,,,,91000.0,0.568582,,,,,,,
1972,MCO,,,,,,,,,,,,,,,,,7500.0,31.9366,,,,,,,
1972,MDA,,,,,,,,,,,,,,,,,51799.0,1.44064,,,,,,,
1972,MDG,,,,,,,,,,,16200.0,7.6999998093,201100.0,,,,12500.0,0.190076,,,,,,,
1972,MDV,,,,,,,,,,,,,,,,,260.0,0.224737,,,,,,,
1972,MEA,,,,,,,,,,,184900.0,463.8000042215,7528900.0,,,,1545558.0,1.20300169707642,,,,,,,
1972,MEX,,,,,,,,,,,64800.0,54.2999992371,3962000.0,,,,858796.0,1.66777,,,,,,,
1972,MLI,,,,,,,,,,,2700.0,2.2000000477,44000.0,,,,2854.0,0.0479741,,,,,,,
1972,MLT,,,,,,,,,,,1500.0,1.7000000477,102100.0,,,,22315.0,6.96158,,,,,,,
1972,MMR,,,,,,,,,,,22900.0,2.0999999046,393000.0,,,,20700.0,0.0759102,,,,,,,
1972,MNA,,,,,,,,,,,121700.0,324.6000045314,4817000.0,,,,1007686.0,0.851788384727085,,,,,,,
1972,MOZ,,,,,,,,,,,,,,,,,24000.0,0.265995,,,,,,,
1972,MRT,,,,,,,,,,,4600.0,8.0,65900.0,,,,600.0,0.0523204,,,,,,,
1972,MUS,,,,,,,,,,,300.0,0.1000000015,25200.0,,,,11211.0,1.35654,,,,,,,
1972,MWI,,,,,,,,,,,4400.0,0.6000000238,74700.0,,,,6000.0,0.127557,,,,,,,
1972,MYS,,,,,,,,,,,38600.0,16.2000007629,1015600.0,,,,104000.0,0.962595,,,,,,,
1972,NAC,,,,,,,,,,,5276600.0,6716.3999938965,202953908.0,,,,75569034.0,32.7186311038683,,,,,,,
1972,NAM,,,,,,,,,,,,,,,,,19000.0,2.32425,,,,,,,
1972,NCL,,,,,,,,,,,,,,,,,4700.0,4.46242,,,,,,,
1972,NER,,,,,,,,,,,2600.0,8.0,52900.0,,,,2200.0,0.0487735,,,,,,,
1972,NGA,,,,,,,,,,,14500.0,7.0,286800.0,,,,20544.0,0.0455133,,,,,,,
1972,NIC,,,,,,,,,,,5000.0,0.8999999762,144000.0,,,,17000.0,0.706416,,,,,,,
1972,NLD,,,,,,,,,,,85900.0,461.0,3275800.0,,,,2202000.0,16.9359,,,,,,,
1972,NOR,,,,,,,,,,,110700.0,79.4000015259,3101600.0,,,,742300.0,19.1509,,,,,,,
1972,NPL,,,,,,,,,,,11400.0,0.5,232000.0,,,,,,,,,,,,
1972,NZL,,,,,,,,,,,90600.0,48.7000007629,2084300.0,,,,841000.0,29.8398,,,,,,,
1972,OED,,,,,,,,,,,8254700.0,11795.6999263762,327004108.0,,,,146429026.0,16.0529298609413,,,,,,,
1972,OMN,,,,,,,,,,,,,,,,,557.0,0.0769495,,,,,,,
1972,PAK,,,,,,,,,,,23600.0,52.0,625200.0,,,,140000.0,0.24079,,,,,,,
1972,PAN,,,,,,,,,,,16700.0,4.5,316200.0,,,,,,,,,,,,
1972,PER,,,,,,,,,,,15300.0,15.8999996185,525300.0,,,,140000.0,1.04013,,,,,,,
1972,PHL,,,,,,,,,,,65300.0,36.9000015259,2123900.0,,,,177000.0,0.494364,,,,,,,
1972,PNG,,,,,,,,,,,,,,,,,10500.0,0.377274,,,,,,,
1972,POL,,,,,11.4806,21.4190298507463,,,,,32100.0,7.5999999046,1267000.0,,,,1070000.0,3.27826,,,,,,,
1972,PRE,,,,,,,,,,,139200.0,156.4999995158,2900000.0,,,,391577.0,0.175376372694674,,,,,,,
1972,PRT,,,,,,,,,,,58100.0,55.2999992371,1949800.0,,,,542000.0,6.26493,,,,,,,
1972,PRY,,,,,,,,,,,4100.0,1.1000000238,53700.0,,,,18299.0,0.739424,,,,,,,
1972,PST,,,,,,,,,,,7982800.0,11421.7999193666,316019208.0,,,,145595783.0,17.740279380818,,,,,,,
1972,PYF,,,,,,,,,,,,,,,,,4000.0,3.62007,,,,,,,
1972,QAT,,,,,,,,,,,,,,,,,8100.0,7.39631,,,,,,,
1972,ROU,,,,,11.514,27.1684756960831,,,,,6900.0,5.5999999046,488800.0,,,,440000.0,2.14123,,,,,,,
1972,RWA,,,,,,,,,,,,,,,,,1200.0,0.0319373,,,,,,,
1972,SAS,,,,,,,,,,,140800.0,187.9000061154,4363900.0,,,,1220101.0,0.173866165331373,,,,,,,
1972,SAU,,,,,,,,,,,26000.0,15.1000003815,762000.0,,,,93600.0,1.60373,,,,,,,
1972,SDN,,,,,,,,,,,9100.0,1.7000000477,133400.0,,,,33300.0,0.24173,,,,,,,
1972,SEN,,,,,,,,,,,4000.0,8.0,88900.0,,,,11038.0,0.25926,,,,,,,
1972,SGP,,,,,,,,,,,30300.0,25.5,976100.0,,,,106443.0,5.13651,,,,,,,
1972,SLE,,,,,,,,,,,,,,,,,2700.0,0.107646,,,,,,,
1972,SLV,,,,,,,,,,,8700.0,14.1000003815,140000.0,,,,28700.0,0.781363,,,,,,,
1972,SOM,,,,,,,,,,,2600.0,0.200000003,31400.0,,,,1249.0,0.0453198,,,,,,,
1972,SSA,,,,,,,,,,,224700.0,255.6000032725,5360200.0,,,,1369028.0,0.507150661146186,,,,,,,
1972,SSF,,,,,,,,,,,224700.0,255.6000032725,5360200.0,,,,1369468.0,0.507213556860605,,,,,,,
1972,STP,,,,,,,,,,,,,,,,,352.0,0.547417,,,,,,,
1972,SVK,,,,,,,,,,,,,,,,,263313.0,5.80133,,,,,,,
1972,SWE,,,,,4.0978,2.39637426900585,,,,,104200.0,119.5999984741,3014000.0,,,,3603000.0,44.7304,,,,,,,
1972,SWZ,,,,,,,,,,,,,,,,,2500.0,0.579706,,,,,,,
1972,SYC,,,,,,,,,,,,,,,,,440.0,0.840208,,,,,,,
1972,SYR,,,,,,,,,,,5400.0,2.2999999523,235700.0,,,,79792.0,1.25646,,,,,,,
1972,TCD,,,,,,,,,,,3900.0,8.6999998093,50900.0,,,,1900.0,0.0521462,,,,,,,
1972,TGO,,,,,,,,,,,1200.0,8.0,27700.0,,,,3000.0,0.141809,,,,,,,
1972,THA,,,,,,,,,,,26600.0,18.6000003815,785600.0,,,,95000.0,0.257561,,,,,,,
1972,TLA,,,,,,,,,,,676100.0,677.0000036731,20090400.0,,,,5146501.0,2.00508705820845,,,,,,,
1972,TMN,,,,,,,,,,,121700.0,324.6000045314,4817000.0,,,,1007686.0,0.851788384727085,,,,,,,
1972,TON,,,,,,,,,,,,,,,,,580.0,0.687603,,,,,,,
1972,TSA,,,,,,,,,,,140800.0,187.9000061154,4363900.0,,,,1220101.0,0.173866165331373,,,,,,,
1972,TSS,,,,,,,,,,,224700.0,255.6000032725,5360200.0,,,,1369468.0,0.507213556860605,,,,,,,
1972,TTO,,,,,,,,,,,9400.0,15.3000001907,319900.0,,,,35100.0,3.71287,,,,,,,
1972,TUN,,,,,,,,,,,6900.0,2.7999999523,375100.0,,,,46000.0,0.908407,,,,,,,
1972,TUR,,,,,,,,,,,34700.0,6.8000001907,1774500.0,,,,376987.0,1.08093,,,,,,,
1972,TZA,,,,,,,,,,,9600.0,6.6999998093,196900.0,,,,14977.0,0.11065,,,,,,,
1972,UGA,,,,,0.20864,0.534974358974359,,,,,7300.0,8.6999998093,165500.0,,,,14000.0,0.148847,,,,,,,
1972,UKR,,,,,,,,,,,,,,,,,2100000.0,4.45985,,,,,,,
1972,URY,,,,,1.252,1.35791757049892,,,,,4800.0,0.1000000015,136000.0,,,,160000.0,5.69437,,,,,,,
1972,USA,,,,,,,,,,,4985200.0,6283.0,191325408.0,,,,69039000.0,32.9521,,,,,,,
1972,VCT,,,,,,,,,,,,,,,,,1600.0,1.76778,,,,,,,
1972,VEN,,,,,4.4305933333,0.550384265006211,,,,,68900.0,65.5,1511000.0,,,,279000.0,2.44814,,,,,,,
1972,VGB,,,,,,,,,,,,,,,,,800.0,8.14084,,,,,,,
1972,VNM,,,,,,,,,,,20300.0,3.4000000954,854400.0,,,,7217.0,0.0220906,,,,,,,
1972,VUT,,,,,,,,,,,,,,,,,500.0,0.585638,,,,,,,
1972,YEM,,,,,,,,,,,2900.0,0.1000000015,57000.0,,,,,,,,,,,,
1972,ZAF,,,,,,,,,,,47600.0,75.8000030518,1868100.0,,,,916000.0,4.15047,,,,,,,
1972,ZMB,,,,,,,,,,,10800.0,5.8000001907,230100.0,,,,23200.0,0.555148,,,,,,,
1972,ZWE,,,,,,,,,,,10800.0,0.5,315000.0,,,,75000.0,1.41796,,,,,,,
1973,AFE,,,,,,,,,,,155800.0,213.0999977514,4808000.0,,,,1268129.0,0.773571514370305,,,,,,,
1973,AFG,,,,,,,,,,,3700.0,1.1000000238,96600.0,,,,16000.0,0.143194,,,,,,,
