year,country,Electricity production from natural gas sources (% of total),"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",Population growth (annual %),"Population, total"
1971,KIR,,,1.96628293891699,58652.0
1971,KNA,,,-0.900785264851564,44206.0
1971,KOR,,,1.97132365752048,32882704.0
1971,KWT,,,6.68775425035156,865076.0
1971,LAC,,,2.50952441555805,260576635.0
1971,LAO,,,2.40285563015352,2734628.0
1971,LBN,,,2.49163006360347,2446314.0
1971,LBR,,,2.51808051534252,1504077.0
1971,LBY,,,3.34983823985834,2153534.0
1971,LCA,,,1.34696758941029,104564.0
1971,LCN,,,2.46934552606928,292033454.0
1971,LDC,,,2.35316626101667,322517398.0
1971,LIE,,,2.15263342480278,21600.0
1971,LKA,,,2.13220998361039,12551910.0
1971,LMY,,,2.50587607737691,2725875950.0
1971,LSO,,,3.56314846252317,1056246.0
1971,LTE,,,2.36140780110978,1366487769.0
1971,LTU,,,1.24558285540271,3179041.0
1971,LUX,,,0.953656918277231,342421.0
1971,LVA,,,0.727478964584023,2376389.0
1971,MAC,,,-3.96092950673516,247400.0
1971,MAF,,,2.94929726806761,6228.0
1971,MAR,,,2.59518253569122,15527225.0
1971,MCO,,,1.42200941399698,24576.0
1971,MDA,,,0.939984680315135,2460611.0
1971,MDG,,,2.90792035794676,6868868.0
1971,MDV,,,3.04993790538336,127035.0
1971,MEA,,,2.87260339499437,140022784.0
1971,MEX,,,3.09555574369582,52412558.0
1971,MHL,,,3.64342198508036,23366.0
1971,MIC,,,2.49478595605532,2545962589.0
1971,MKD,,,1.60984622398533,1691216.0
1971,MLI,,,1.6037749186269,6377944.0
1971,MLT,,,0.0165193689976679,302700.0
1971,MMR,,,2.23354876191716,27807219.0
1971,MNA,,,2.75964634774881,130683752.0
1971,MNE,,,0.591913435667873,515449.0
1971,MNG,,,2.65116125609439,1330071.0
1971,MNP,,,10.2790845199473,11271.0
1971,MOZ,,,2.46392042402391,8456317.0
1971,MRT,,,3.03545835609263,1133702.0
1971,MUS,,,1.58900312538975,839230.0
1971,MWI,,,2.50381258773252,4751434.0
1971,MYS,,,2.3751040919662,10423453.0
1971,NAC,,,1.4342365880309,229675639.0
1971,NAM,,,2.95331294853002,780584.0
1971,NCL,,,4.62530845302214,114514.0
1971,NER,,,2.67241278978744,4776225.0
1971,NGA,,,2.3356437200389,57214684.0
1971,NIC,,,3.1187461701017,2499825.0
1971,NLD,,,1.18913354289438,13194497.0
1971,NOR,,,0.701293381393909,3903039.0
1971,NPL,,,2.17831142561141,12710061.0
1971,NRU,,,0.771975330210381,6762.0
1971,NZL,,,1.49375095882477,2853000.0
1971,OED,,,1.31816346516737,930596384.0
1971,OMN,,,2.74448148383549,681119.0
1971,OSS,,,1.75368699284758,6579022.0
1971,PAK,,,2.75587700704686,61847899.0
1971,PAN,,,2.80297815232897,1556081.0
1971,PER,,,2.46419619287587,13838067.0
1971,PHL,,,2.35483652244374,38518659.0
1971,PLW,,,3.38165140464792,11759.0
1971,PNG,,,2.39729196049307,2566421.0
1971,POL,,,0.364260163980666,32783500.0
1971,PRE,,,2.70838468784314,249344292.0
1971,PRI,,,1.61275276235287,2762190.0
1971,PRK,,,2.60010734038207,15572457.0
1971,PRT,,,-0.423397124354385,8643756.0
1971,PRY,,,2.25693324788283,2442537.0
1971,PSS,,,2.06019786092185,1205879.0
1971,PST,,,1.11440788998227,849553629.0
1971,PYF,,,3.39322502659606,117945.0
1971,QAT,,,12.1232172931347,131346.0
1971,ROU,,,1.03738983756395,20461567.0
1971,RUS,,,0.574250600262548,131155000.0
1971,RWA,,,2.95478097370043,4100044.0
1971,SAS,,,2.24330085572061,727496928.0
1971,SAU,,,4.43525592558777,3724031.0
1971,SDN,,,3.44357929812784,12105539.0
1971,SEN,,,2.98948442892748,4601864.0
1971,SGP,,,1.83378763451827,2112900.0
1971,SLB,,,2.27211243441929,180637.0
1971,SLE,,,1.86055684169564,2763222.0
1971,SLV,,,2.38964208712503,3757523.0
1971,SMR,,,1.37209357337086,18419.0
1971,SOM,,,2.62003316225248,3837691.0
1971,SRB,,,0.649984144434649,7211716.0
1971,SSA,,,2.72862483100138,302040567.0
1971,SSD,,,1.71652276738751,3468646.0
1971,SSF,,,2.72849984681108,302095262.0
1971,SST,,,1.7506848610488,9930876.0
1971,STP,,,2.17139446955817,79330.0
1971,SUR,,,3.23866028741434,391932.0
1971,SVK,,,0.422751142162509,4557449.0
1971,SVN,,,0.776389847588266,1738335.0
1971,SWE,,,0.688095590706231,8098334.0
1971,SWZ,,,2.67614659632928,453183.0
1971,SXM,,,7.12976658544665,6888.0
1971,SYC,,,2.02232294949978,54695.0
1971,SYR,,,3.35172720996848,6598094.0
1971,TCA,,,1.52353879418741,5754.0
1971,TCD,,,2.10987205265138,3807316.0
1971,TEA,,,2.7110331285523,1131095541.0
1971,TEC,,,1.03850394202043,355796328.0
1971,TGO,,,3.20899886145756,2317976.0
1971,THA,,,2.69725445467986,36937387.0
1971,TJK,,,3.08653149227023,3028837.0
1971,TKM,,,2.58528335506101,2253119.0
1971,TLA,,,2.49899937835123,279784152.0
1971,TLS,,,1.77364678534006,562966.0
1971,TMN,,,2.75964634774881,130683752.0
1971,TON,,,1.75580122588817,85896.0
1971,TSA,,,2.24330085572061,727496928.0
1971,TSS,,,2.72849984681108,302095262.0
1971,TTO,,,1.11472446974582,1002585.0
1971,TUN,,,2.50684392873467,5261658.0
1971,TUR,,,2.37384583733504,37518611.0
1971,TUV,,,0.387734007083144,5685.0
1971,TZA,,,3.48689394774172,13971451.0
1971,UGA,,,2.83309975420133,10618206.0
1971,UKR,,,0.65795004881002,47573287.0
1971,URY,,,0.559381399085033,2806462.0
1971,USA,,,1.26433369185094,207661000.0
1971,UZB,,,2.92280856539907,12111511.0
1971,VCT,,,0.941739831431205,96872.0
1971,VEN,,,3.05459422386915,11741008.0
1971,VGB,,,1.61777045315819,10095.0
1971,VIR,,,11.1130277492136,70937.0
1971,VNM,,,2.3213475682191,42449276.0
1971,VUT,,,2.96490586158496,88862.0
1971,WSM,,,1.48675605269699,142503.0
1971,XKX,,,1.86053279730811,1273021.0
1971,YEM,,,2.68376751375197,7257462.0
1971,ZAF,,,2.928682802326,22942143.0
1971,ZMB,,,2.75699001074402,4442525.0
1971,ZWE,,,2.99898875409613,5374712.0
1972,ABW,,,-1.25656462134736,58047.0
1972,AFE,,,2.88338903986987,182126556.0
1972,AFG,,,2.44258389899974,11853696.0
1972,AFW,,,2.48138870125617,128176494.0
1972,AGO,,,3.01139927064505,6174262.0
1972,ALB,,,2.49497310670312,2243126.0
1972,AND,,,6.82712854593862,22957.0
1972,ARB,,,2.89207468672453,127535560.0
1972,ARE,,,13.906857167078,385014.0
1972,ARG,,,1.58329622607322,24644328.0
1972,ARM,,,2.02788999445074,2577079.0
1972,ASM,,,1.66406375528489,27995.0
1972,ATG,,,-0.176274167366029,64615.0
1972,AUS,,,1.83814626273502,13177000.0
1972,AUT,,,0.581190352265189,7544201.0
1972,AZE,,,2.03297116221139,5391450.0
1972,BDI,,,-0.00445094608250469,3617128.0
1972,BEL,,,0.391585907459382,9711115.0
1972,BEN,,,2.29503743434992,3207543.0
1972,BFA,,,1.72358573504286,5807234.0
1972,BGD,,,1.92336477179015,71641519.0
1972,BGR,,,0.465213742153797,8576200.0
1972,BHR,,,4.81433614589664,242113.0
1972,BHS,,,2.68707755731595,196055.0
1972,BIH,,,1.0158560321359,3848271.0
1972,BLR,,,0.801903541421469,9188968.0
1972,BLZ,,,1.51206407577191,124676.0
1972,BMU,,,0.371881654270663,52803.0
1972,BOL,,,2.24616934159906,4800978.0
1972,BRA,,,2.43336258601704,100146797.0
1972,BRB,,,0.19646135430176,249658.0
1972,BRN,,,3.04761010710298,142189.0
1972,BTN,,,3.40400084963263,330264.0
1972,BWA,,,3.58632188678464,622407.0
1972,CAF,,,1.95691133776892,2183769.0
1972,CAN,,,1.16084656651465,22218463.0
1972,CEB,,,0.724545722559384,100357161.0
1972,CHE,,,0.762479990409525,6260956.0
1972,CHI,,,0.965974936816031,125764.0
1972,CHL,,,1.63473618851234,10174678.0
1972,CHN,,,2.45735692952286,862030000.0
1972,CIV,,,4.47886144405413,5909716.0
1972,CMR,,,2.71716807278259,6806872.0
1972,COD,,,2.64918627292049,21251160.0
1972,COG,,,3.1038454957616,1486468.0
1972,COL,,,2.32037558089265,21819563.0
1972,COM,,,3.20845113372453,260077.0
1972,CPV,,,1.12947405863466,297386.0
1972,CRI,,,2.59809579900607,1938248.0
1972,CSS,,,1.15197054951712,2170696.0
1972,CUB,,,1.59983738092091,9123891.0
1972,CUW,,,0.217554194766688,147710.0
1972,CYM,,,5.82791087880391,11764.0
1972,CYP,,,1.06653443118851,661063.0
1972,CZE,,,0.414503219518839,9867632.0
1972,DEU,,,0.478481045657976,78688452.0
1972,DJI,,,6.9226617543551,166256.0
1972,DMA,,,0.756493951004689,70060.0
1972,DNK,,,0.571991415170235,4991596.0
1972,DOM,,,2.78238028130667,4651883.0
1972,DZA,,,2.30071080498365,14427072.0
1972,EAP,,,2.48783081248465,1175176176.0
1972,EAR,,,2.41883929913602,1307009646.0
1972,EAS,,,2.37152970841012,1354227576.0
1972,ECA,,,1.65402910135077,161049046.0
1972,ECS,,,0.845703013287988,750728655.0
1972,ECU,,,2.93720294183039,6529034.0
1972,EGY,,,2.30151178035637,36258328.0
1972,EMU,,,0.685258839483694,295527442.0
1972,ERI,,,2.5592129875472,1309235.0
1972,ESP,,,1.10413658971046,34604469.0
1972,EST,,,1.12390796531781,1392518.0
1972,ETH,,,2.6720203581786,29374608.0
1972,EUU,,,0.680445775877715,391197266.0
1972,FCS,,,2.30238469628175,320326696.0
1972,FIN,,,0.595195266324646,4639657.0
1972,FJI,,,1.71822259032263,550499.0
1972,FRA,,,0.877674176847892,52962356.0
1972,FRO,,,1.20450894474387,39172.0
1972,FSM,,,2.67194573144977,62278.0
1972,GAB,,,2.05195809737045,620960.0
1972,GBR,,,0.3390575157182,56086065.0
1972,GEO,,,1.01096663057623,4205300.0
1972,GHA,,,2.81437565083333,9438187.0
1972,GIB,,,0.994300218819425,27290.0
1972,GIN,,,1.73206559165963,4431292.0
1972,GMB,,,2.91993947724778,555370.0
1972,GNB,,,0.0680399159635165,586620.0
1972,GNQ,,,-2.06976279303395,309468.0
1972,GRC,,,0.650037188006439,8888628.0
1972,GRD,,,0.130682556270758,98777.0
1972,GRL,,,2.30376680670171,48300.0
1972,GTM,,,2.57523507370844,5682833.0
1972,GUM,,,2.35202146814251,92619.0
1972,GUY,,,1.24872725096493,721617.0
1972,HKG,,,1.91708548431841,4123600.0
1972,HND,,,3.038373762482,2922064.0
1972,HPC,,,2.68934862420416,223189830.0
1972,HRV,,,0.434347668881993,4450564.0
1972,HTI,,,1.90050673012893,4813868.0
1972,HUN,,,0.298102515341836,10398489.0
1972,IBD,,,2.23889610703738,2454764228.0
1972,IBT,,,2.29169965369876,2994028911.0
1972,IDA,,,2.53275533825892,539264683.0
1972,IDB,,,2.71879303953568,166101678.0
1972,IDN,,,2.66225034303759,122039841.0
1972,IDX,,,2.45016311644494,373163005.0
1972,IMN,,,1.65214577509724,57367.0
1972,IND,,,2.19501824226466,570482142.0
1972,IRL,,,1.48620227950675,3036850.0
1972,IRN,,,2.92754078662497,30921179.0
1972,IRQ,,,3.43661148567429,10430164.0
1972,ISL,,,1.46377557871447,209137.0
1972,ISR,,,2.54155549175577,3148000.0
1972,ITA,,,0.567712498645759,54381345.0
1972,JAM,,,1.45045786244823,1931542.0
1972,JOR,,,4.13250455003549,1714555.0
1972,JPN,,,1.40077918128147,107188000.0
1972,KAZ,,,2.08291690852369,12951798.0
1972,KEN,,,3.47737996329827,12206060.0
1972,KGZ,,,2.15702659759237,3088200.0
1972,KHM,,,0.797400734459424,6673886.0
1972,KIR,,,1.90160251759414,59778.0
1972,KNA,,,-0.392117366844328,44033.0
1972,KOR,,,1.87599936966995,33505406.0
1972,KWT,,,6.19388412187157,920352.0
1972,LAC,,,2.4882184851301,267060351.0
1972,LAO,,,2.42166866557596,2801660.0
1972,LBN,,,2.5592377307695,2509729.0
1972,LBR,,,2.5335260395927,1542670.0
1972,LBY,,,3.31369188818345,2226091.0
1972,LCA,,,1.36586377273023,106002.0
1972,LCN,,,2.44973851523189,299187510.0
1972,LDC,,,2.39583075143128,330244369.0
1972,LIE,,,2.43312103457439,22132.0
1972,LKA,,,2.02912078599148,12809205.0
1972,LMY,,,2.41160812912267,2791613396.0
1972,LSO,,,3.51771764791982,1094063.0
1972,LTE,,,2.18953617286273,1396407513.0
1972,LTU,,,1.08190709614434,3213622.0
1972,LUX,,,1.21304031189342,346600.0
1972,LVA,,,0.808250225764662,2395674.0
1972,MAC,,,-0.954418860283084,245050.0
1972,MAF,,,2.8647998550338,6409.0
1972,MAR,,,2.52759258309704,15924692.0
1972,MCO,,,1.15701764042621,24862.0
1972,MDA,,,0.975913813269245,2484742.0
1972,MDG,,,2.94830332937606,7074398.0
1972,MDV,,,3.04903795103684,130968.0
1972,MEA,,,2.84859426877271,144011465.0
1972,MEX,,,3.03963381322988,54030168.0
1972,MHL,,,2.64384671517513,23992.0
1972,MIC,,,2.3986692995354,2607031812.0
1972,MKD,,,1.53608110473243,1717395.0
1972,MLI,,,1.64495567475811,6483726.0
1972,MLT,,,-0.0826241474749714,302450.0
1972,MMR,,,2.20903088681752,28428324.0
1972,MNA,,,2.73711379208028,134260715.0
1972,MNE,,,1.22172601550803,521785.0
1972,MNG,,,2.72552812282035,1366821.0
1972,MNP,,,11.4316827679897,12636.0
1972,MOZ,,,2.75968907490517,8692935.0
1972,MRT,,,3.01083924073019,1168355.0
1972,MUS,,,1.51639266924615,852053.0
1972,MWI,,,2.55659391205399,4874475.0
1972,MYS,,,2.40180779094825,10676835.0
1972,NAC,,,1.08484600754718,232167266.0
1972,NAM,,,3.005305725222,804399.0
1972,NCL,,,4.62194911439544,119931.0
1972,NER,,,2.65730065768783,4904845.0
1972,NGA,,,2.39539467623687,58601748.0
1972,NIC,,,2.90764191451417,2573578.0
1972,NLD,,,1.01117285033374,13328593.0
1972,NOR,,,0.764803002233718,3933004.0
1972,NPL,,,2.17165826695401,12989099.0
1972,NRU,,,0.736705851474749,6812.0
1972,NZL,,,1.76835888765716,2903900.0
1972,OED,,,1.16822471985878,941467841.0
1972,OMN,,,2.81900853688681,700593.0
1972,OSS,,,1.88240744596993,6702866.0
1972,PAK,,,2.76710611631107,63583194.0
1972,PAN,,,2.76600083012986,1599723.0
1972,PER,,,2.65330140780541,14210147.0
1972,PHL,,,2.28402783500202,39408560.0
1972,PLW,,,3.63251226443457,12194.0
1972,PNG,,,2.38751493496011,2628432.0
1972,POL,,,0.826716475011768,33055650.0
1972,PRE,,,2.70165518767922,256080715.0
1972,PRI,,,1.97395182320182,2817256.0
1972,PRK,,,2.55255426386394,15975069.0
1972,PRT,,,-0.154288053208668,8630430.0
1972,PRY,,,2.32058775076638,2499881.0
1972,PSS,,,1.97499085729164,1229695.0
1972,PST,,,0.936897063151747,857513072.0
1972,PYF,,,3.28677675438139,121886.0
1972,QAT,,,10.9231320570215,146506.0
1972,ROU,,,0.955222600818755,20657957.0
1972,RUS,,,0.57324610343637,131909000.0
1972,RWA,,,2.89168034234476,4220335.0
1972,SAS,,,2.24374267048451,743820087.0
1972,SAU,,,4.76359736039995,3905722.0
1972,SDN,,,3.42915284758565,12527856.0
1972,SEN,,,2.99197305396704,4741631.0
1972,SGP,,,1.85220871957903,2152400.0
1972,SLB,,,2.38338994738663,184994.0
1972,SLE,,,1.83474410438027,2814388.0
1972,SLV,,,2.34894687981904,3846830.0
1972,SMR,,,1.9782400748196,18787.0
1972,SOM,,,2.61666821934792,3939436.0
1972,SRB,,,0.55720218545603,7252012.0
1972,SSA,,,2.71700390497544,310247021.0
1972,SSD,,,2.10675296416204,3542497.0
1972,SSF,,,2.71695356810993,310303050.0
1972,SST,,,1.73580860339007,10103257.0
1972,STP,,,2.13388321357742,81041.0
1972,SUR,,,1.38876868596256,397413.0
1972,SVK,,,0.855864874103741,4596622.0
1972,SVN,,,0.79632159823407,1752233.0
1972,SWE,,,0.295500378583874,8122300.0
1972,SWZ,,,2.74345775710836,465788.0
1972,SXM,,,6.89928714869514,7380.0
1972,SYC,,,2.40971162645164,56029.0
1972,SYR,,,3.39615470003481,6826024.0
1972,TCA,,,2.75962323009938,5915.0
1972,TCD,,,2.23203191563616,3893252.0
1972,TEA,,,2.48648951220648,1159220113.0
1972,TEC,,,1.09671986271876,359698417.0
1972,TGO,,,2.85022175031456,2384994.0
1972,THA,,,2.66216999485487,37933929.0
1972,TJK,,,3.08365979761596,3123691.0
1972,TKM,,,2.55509021022816,2311430.0
1972,TLA,,,2.48133318144481,286726529.0
1972,TLS,,,1.76001613367723,572962.0
1972,TMN,,,2.73711379208028,134260715.0
1972,TON,,,1.68544612706912,87356.0
1972,TSA,,,2.24374267048451,743820087.0
1972,TSS,,,2.71695356810993,310303050.0
1972,TTO,,,1.22291123181176,1014921.0
1972,TUN,,,2.53149714219045,5396557.0
1972,TUR,,,2.40070520789104,38430221.0
1972,TUV,,,0.123055302510661,5692.0
1972,TZA,,,3.57045624591974,14479308.0
1972,UGA,,,2.48887451803699,10885796.0
1972,UKR,,,0.782259633872424,47946893.0
1972,URY,,,0.539507849533265,2821644.0
1972,USA,,,1.07052275237269,209896000.0
1972,UZB,,,2.87768980535795,12465106.0
1972,VCT,,,0.943180287211848,97790.0
1972,VEN,,,3.00500106904498,12099180.0
1972,VGB,,,1.3772967348452,10235.0
1972,VIR,,,7.31297651360913,76319.0
1972,VNM,,,2.28214318459982,43429168.0
1972,VUT,,,2.99317338762692,91562.0
1972,WSM,,,1.41793966402838,144538.0
1972,XKX,,,2.21853268993525,1301579.0
1972,YEM,,,2.75343485154837,7460068.0
1972,ZAF,,,2.86717847984546,23609456.0
1972,ZMB,,,2.81390814797676,4569309.0
1972,ZWE,,,3.0730747956448,5542445.0
1973,ABW,,,0.433191332877477,58299.0
1973,AFE,,,2.9636419413762,187524135.0
1973,AFG,,,2.53475893911385,12157999.0
1973,AFW,,,2.55385983642211,131449942.0
1973,AGO,,,3.41145207135026,6388528.0
1973,ALB,,,2.36255222384825,2296752.0
1973,AND,,,6.59885517933086,24523.0
1973,ARB,,,2.97963956091934,131335660.0
1973,ARE,,,12.5277265217573,436399.0
1973,ARG,,,1.61675611830692,25046005.0
1973,ARM,,,2.06542019341191,2630860.0
1973,ASM,,,1.56300252663801,28436.0
1973,ATG,,,-0.423397578772618,64342.0
1973,AUS,,,1.52881691369673,13380000.0
1973,AUT,,,0.554041398958361,7586115.0
1973,AZE,,,1.88240203928851,5493900.0
1973,BDI,,,-0.14211969299836,3611991.0
1973,BEL,,,0.314658765693604,9741720.0
1973,BEN,,,2.34034849385799,3283496.0
1973,BFA,,,1.78674540301221,5911927.0
1973,BGD,,,2.86304698541463,73722294.0
1973,BGR,,,0.52063344062239,8620967.0
1973,BHR,,,5.31131010659703,255320.0
1973,BHS,,,2.38693339848012,200791.0
1973,BIH,,,1.01104233714416,3887376.0
1973,BLR,,,0.740577073484473,9257272.0
1973,BLZ,,,1.40890587592751,126445.0
1973,BMU,,,0.270451894889827,52946.0
1973,BOL,,,2.2495027014778,4910200.0
1973,BRA,,,2.42103657885576,102600976.0
1973,BRB,,,0.265610780579842,250322.0
1973,BRN,,,3.57824870203927,147369.0
1973,BTN,,,3.40554571018578,341705.0
1973,BWA,,,4.70759134998022,652408.0
1973,CAF,,,1.91575636793517,2226008.0
1973,CAN,,,1.22261658426849,22491777.0
1973,CEB,,,0.752830184185854,101112680.0
1973,CHE,,,0.738225529466449,6307347.0
1973,CHI,,,0.877945133415487,126873.0
1973,CHL,,,1.61527935023774,10340362.0
1973,CHN,,,2.28339536396383,881940000.0
1973,CIV,,,4.55201755223105,6184944.0
1973,CMR,,,2.75002022124569,6996660.0
1973,COD,,,2.67667198299792,21827665.0
1973,COG,,,3.1267240082379,1533680.0
1973,COL,,,2.29169264351744,22325374.0
1973,COM,,,3.30642696262146,268820.0
1973,CPV,,,0.835477102543294,299881.0
1973,CRI,,,2.55171563053986,1988343.0
1973,CSS,,,0.759065295186431,2187173.0
1973,CUB,,,1.43030278639125,9255328.0
1973,CUW,,,-0.541712398569686,146912.0
1973,CYM,,,5.57122819899489,12438.0
1973,CYP,,,0.734592602532256,665937.0
1973,CZE,,,0.552141691663197,9922266.0
1973,DEU,,,0.314942451198579,78936666.0
1973,DJI,,,7.07740769995858,178449.0
1973,DMA,,,0.746563956682217,70585.0
1973,DNK,,,0.604488383151481,5021861.0
1973,DOM,,,2.76342537202179,4782227.0
1973,DZA,,,2.35693093480566,14771147.0
1973,EAP,,,2.34343833396431,1202715705.0
1973,EAR,,,2.4989661782496,1339671375.0
1973,EAS,,,2.24311308810626,1384604432.0
1973,ECA,,,1.58469923503924,163601189.0
1973,ECS,,,0.805458131873223,756775460.0
1973,ECU,,,2.91316388175144,6722033.0
1973,EGY,,,2.30029426366805,37102043.0
1973,EMU,,,0.638252064591697,297413652.0
1973,ERI,,,2.52164268510179,1342669.0
1973,ESP,,,1.1049376041377,34988947.0
1973,EST,,,0.960032301392228,1405951.0
1973,ETH,,,2.661085698758,30166785.0
1973,EUU,,,0.649986137684294,393739994.0
1973,FCS,,,2.35149867121909,327859174.0
1973,FIN,,,0.567909197939041,4666081.0
1973,FJI,,,1.57213924320941,559222.0
1973,FRA,,,0.808254039339957,53392161.0
1973,FRO,,,1.1775590338105,39636.0
1973,FSM,,,2.70560760181313,63986.0
1973,GAB,,,2.07744003502004,633995.0
1973,GBR,,,0.19319818644469,56194527.0
1973,GEO,,,0.880708360764379,4242500.0
1973,GHA,,,2.88677518527538,9714617.0
1973,GIB,,,0.901022018481652,27537.0
1973,GIN,,,1.67905541612983,4506324.0
1973,GMB,,,2.94886987006837,571991.0
1973,GNB,,,1.0493318421835,592808.0
1973,GNQ,,,-2.34976458724834,302281.0
1973,GRC,,,0.454133111943996,8929086.0
1973,GRD,,,-0.0688656438303512,98709.0
1973,GRL,,,1.43887374520997,49000.0
1973,GTM,,,2.5846845104211,5831631.0
1973,GUM,,,2.30746630427126,94781.0
1973,GUY,,,1.17390301430852,730138.0
1973,HKG,,,2.82139883125314,4241600.0
1973,HND,,,3.01344630361841,3011459.0
1973,HPC,,,2.75620667841361,229341403.0
1973,HRV,,,0.439359615379226,4470161.0
1973,HTI,,,1.91094626168109,4906743.0
1973,HUN,,,0.32227702792653,10432055.0
1973,IBD,,,2.18376487601317,2508370507.0
1973,IBT,,,2.27912612163819,3062266606.0
1973,IDA,,,2.71321606276969,553896099.0
1973,IDB,,,2.81052187805111,170770002.0
1973,IDN,,,2.62716406889288,125288515.0
1973,IDX,,,2.66990346484106,383126097.0
1973,IMN,,,1.53778663253279,58256.0
1973,IND,,,2.25036255306664,583465598.0
1973,IRL,,,1.60387576085984,3085950.0
1973,IRN,,,2.9276919371507,31839838.0
1973,IRQ,,,3.44615681958852,10795869.0
1973,ISL,,,1.50909012590966,212317.0
1973,ISR,,,4.04661497664812,3278000.0
1973,ITA,,,0.678187647585975,54751406.0
1973,JAM,,,1.52475710484234,1961219.0
1973,JOR,,,3.63884323559544,1778094.0
1973,JPN,,,1.40718874054303,108707000.0
1973,KAZ,,,1.95972474835684,13208121.0
1973,KEN,,,3.45251320661983,12634835.0
1973,KGZ,,,2.10196780847228,3153800.0
1973,KHM,,,0.981697230624786,6739726.0
1973,KIR,,,1.73467476353613,60824.0
1973,KNA,,,-0.34807174017776,43880.0
1973,KOR,,,1.7682927120788,34103149.0
1973,KWT,,,6.03996186449865,977654.0
1973,LAC,,,2.46292119941086,273637837.0
1973,LAO,,,2.42995627581044,2870573.0
1973,LBN,,,2.48724914536029,2572935.0
1973,LBR,,,2.6178477128425,1583588.0
1973,LBY,,,3.88138981312247,2314193.0
1973,LCA,,,1.40142808848877,107498.0
1973,LCN,,,2.42787508074787,306451409.0
1973,LDC,,,2.65151137217423,339000836.0
1973,LIE,,,2.90778996799825,22785.0
1973,LKA,,,1.94602061213073,13060916.0
1973,LMY,,,2.39389634308804,2858441727.0
1973,LSO,,,3.47032255031086,1132697.0
1973,LTE,,,2.07489301871151,1425381475.0
1973,LTU,,,0.95434956902678,3244438.0
1973,LUX,,,1.10466656648279,350450.0
1973,LVA,,,0.837374915156971,2415819.0
1973,MAC,,,-0.922421217021332,242800.0
1973,MAF,,,2.87601521752627,6596.0
1973,MAR,,,2.49045450670657,16326269.0
1973,MCO,,,0.841115224414124,25072.0
1973,MDA,,,1.03465641821004,2510584.0
1973,MDG,,,2.97533945351529,7288048.0
1973,MDV,,,2.99661411059698,134952.0
1973,MEA,,,2.90023297797852,148188133.0
1973,MEX,,,2.98500562726971,55667284.0
1973,MHL,,,2.42533453461366,24581.0
1973,MIC,,,2.37582889149648,2668970427.0
1973,MKD,,,1.52672074592861,1743816.0
1973,MLI,,,1.73357229062764,6597106.0
1973,MLT,,,-0.0826924714284027,302200.0
1973,MMR,,,2.08193751709596,29026388.0
1973,MNA,,,2.74725261220306,137949196.0
1973,MNE,,,1.60363891147576,530220.0
1973,MNG,,,2.79069288489164,1405502.0
1973,MNP,,,9.38990721388197,13880.0
1973,MOZ,,,2.96167596921756,8954242.0
1973,MRT,,,2.99180097564537,1203838.0
1973,MUS,,,1.48715050140956,864819.0
1973,MWI,,,2.6212796097092,5003938.0
1973,MYS,,,2.39490013420869,10935621.0
1973,NAC,,,0.984831772106929,234453723.0
1973,NAM,,,3.00378849998873,828928.0
1973,NCL,,,4.60662427444147,125585.0
1973,NER,,,2.67588891133571,5037865.0
1973,NGA,,,2.49480838624679,60082139.0
1973,NIC,,,2.89900014767445,2649278.0
1973,NLD,,,0.827331016213766,13439322.0
1973,NOR,,,0.699504829551889,3960612.0
1973,NPL,,,2.17901035024548,13275239.0
1973,NRU,,,0.78959322350585,6866.0
1973,NZL,,,1.95737000018805,2961300.0
1973,OED,,,1.11879891604285,952000973.0
1973,OMN,,,2.89602534912221,721179.0
1973,OSS,,,1.87455634649416,6828515.0
1973,PAK,,,2.91192871794029,65461912.0
1973,PAN,,,2.71132251187135,1643690.0
1973,PER,,,2.58910595982888,14582867.0
1973,PHL,,,2.22227491854617,40294130.0
1973,PLW,,,2.89359879451072,12552.0
1973,PNG,,,2.33875246017808,2690629.0
1973,POL,,,0.908113632602921,33357200.0
1973,PRE,,,2.79502226475743,263238228.0
1973,PRI,,,2.16053159177698,2878786.0
1973,PRK,,,2.32210240714274,16350367.0
1973,PRT,,,0.0309322603347991,8633100.0
1973,PRY,,,2.41945038751402,2561102.0
1973,PSS,,,1.90892863677578,1253169.0
1973,PST,,,0.874950160526524,865015884.0
1973,PYF,,,3.23779306757308,125897.0
1973,QAT,,,9.95479885327033,161841.0
1973,ROU,,,0.85663776612112,20835681.0
1973,RUS,,,0.574501349565654,132669000.0
1973,RWA,,,2.91220669064796,4345047.0
1973,SAS,,,2.3931227875001,761620615.0
1973,SAU,,,5.0090437555239,4106344.0
1973,SDN,,,4.07809970400618,13049315.0
1973,SEN,,,2.98251676613151,4885181.0
1973,SGP,,,1.86869708026235,2193000.0
1973,SLB,,,2.55104983710276,189774.0
1973,SLE,,,1.85056597229072,2866955.0
1973,SLV,,,2.3440815200802,3938068.0
1973,SMR,,,1.08526965821505,18992.0
1973,SOM,,,2.65903274695096,4045592.0
1973,SRB,,,0.438776002160413,7283902.0
1973,SSA,,,2.79460024210836,318917185.0
1973,SSD,,,2.36796059150749,3627383.0
1973,SSF,,,2.79437375816964,318974077.0
1973,SST,,,1.63907539915098,10268857.0
1973,STP,,,2.14487070604295,82798.0
1973,SUR,,,-0.413775434809678,395772.0
